reference;name;description;price;image
92;CITRONNELLE DE JAVA - Huile essentielle BIO;L'antimoustiques par excellence !L'huile essentielle de Citronnelle de Java est l'une des huiles essentielles les plus efficaces pour éloigner les moustiques et les fourmis et soulager les démangeaisons dues à leurs piqûres. Pour les éloigner, elle peut être aussi bien utilisée en spray que sur la peau. Elle est aussi recommandée en cas d'arthrites, tendinites ou rhumatismes.   Anti-moustiques.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur les parties du corps exposées. En diffusion : verser le nombre de gouttes indiqué sur la notice du diffuseur. Diffuser par plages de 30 minutes maximum.  Piqûre de moustiques.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur les boutons dès qu'ils démangent Mauvaises odeurs.En diffusion : verser le nombre de gouttes indiqué sur la notice dans votre diffuseur. Diffuser par plage de 30 minutes maximum. ;3,3;www.compagnie-des-sens.fr/742-home_default/citronnelle-de-java-huile-essentielle-bio.jpg
93;ORIGAN D'ESPAGNE - Huile essentielle BIO;Anti-infectieuse par excellence ! L'huile essentielle d'Origan d'Espagne est très souvent en première position dans la lutte contre les infections, elle sera idéale à l'arrivée de l'hiver. C'est la plus puissante de toutes les huiles essentielles d'origan. Elle intervient sur tous les pathogènes de manière très efficace, et sera notamment une alliée dans la lutte contre les mycoses à Candida et les cystites. Elle est aussi une très bonne aide en cas de fatigue physique !! Cystite.Voie cutanée : 1 goutte dans 20 gouttes d'huile végétale en massage sur le bas ventre, 3 fois par jour, pendant 7 à 10 jours. Infection ORL.Voie cutanée : 1 goutte dans 20 gouttes d'huile végétale en massage sur le plexus solaire, 1 fois par jour, jusqu'à amélioration.;6,3;www.compagnie-des-sens.fr/1011-home_default/origan-d-espagne-huile-essentielle-bio.jpg
94;ORIGAN COMPACT - Huile essentielle BIO;Le fleuron de la lutte contre les bactéries !D'une puissance anti-infectieuse énorme, l'huile essentielle d'Origan Compact ne peut trouver qu'un seul type d'utilisation, la lutte contre tous les pathogènes : virus, bactéries, parasites, champignons. Bronchites, sinusites, gastro-entérites, grippes, peu d'infections lui résistent ! Elle est fortifiante et multiplie les défenses immunitaires, elle fait partie des huiles essentielles bien utiles à l'arrivée de l'hiver, celles qui préviennent contre toutes les maladies ORL. Son action dynamisante et réconfortante la recommande aussi en cas de "coup dur". Infections respiratoires.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale en application locale sur le plexus solaire, 3 fois par jour, pendant 5 jours.;4,2;www.compagnie-des-sens.fr/1017-home_default/origan-compact-huile-essentielle-bio.jpg
95;THYM À THYMOL - Huile essentielle BIO;La puissance antiseptique du thym par excellence.L'huile essentielle de Thym à Thymol est un antiseptique très puissant. Il est utilisé à ce titre pour toutes les infections "difficiles" de la sphère ORL, et des systèmes génito-urinaire, respiratoire et digestif. Parmi les huiles essentielles ayant des propriétés tonifiantes, elle est réputée pour lutter contre les états grippaux et fatigues physiques et psychiques. Elle est aussi efficace contre les parasitoses cutanées. Dermatose et parasitoses cutanées.Voie cutanée : 1 goutte dans 20 gouttes d'huile végétale à appliquer sur la zone concernée 2 à 3 fois par jour pendant 15 jours. Ne pas appliquer sur les parties ano-génitales.  Bronchite.Voie cutanée : 1 goutte dans 20 gouttes d'huile végétale à appliquer sur la plante des pieds, 2 à 3 fois par jour pendant 4 à 5 jours.;6,3;www.compagnie-des-sens.fr/915-home_default/thym-a-thymol-huile-essentielle-bio.jpg
96;EUCALYPTUS SMITHII - Huile essentielle BIO;Se débarrasser des infections respiratoires en douceur. Comme la plupart des huiles essentielles d'eucalyptus, celle d'Eucalyptus Smithii est originaire d'Australie. Les Aborigènes l'utilisaient beaucoup pour soigner différents maux. L'Eucalyptus Smithii est aujourd'hui cultivé dans plusieurs régions du monde, il est réputé pour ses propriétés expectorantes et décongestionnantes qui permettent de lutter contre les infections broncho-pulmonaires telles que les bronchites, toux grasses et rhumes. C'est aussi un bon antiseptique naturel adapté à l'utilisation en diffusion. Infections hivernales.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale et appliquer sur le thorax 2 fois par jour pendant 5 à 7 jours.En diffusion : verser le nombre de gouttes indiqué sur la notice de votre diffuseur. Attention, l'huile essentielle d'Eucalyptus Smithii doit être diffusée avec une autre huile essentielle, de Citron par exemple à hauteur de 30% (3 gouttes d'huile essentielle d'Eucalyptus Smithii avec 7 gouttes d'huile essentielle de Citron). Diffuser par plage de 30 minutes maximum.;3,3;www.compagnie-des-sens.fr/1016-home_default/eucalyptus-smithii-huile-essentielle-bio.jpg
97;THYM À LINALOL - Huile essentielle BIO;L'efficacité du Thym tout en douceur !Le Thym à Linalol pousse sur les versants montagneux du pourtour méditerranéen. Exposé plein sud, il emmagasine cette énergie qu'il retransmet à travers ses propriétés toniques et anti-infectieuses. L'huile essentielle de Thym à Linalol est la plus douce des huiles essentielles de thym mais n'en est pas moins un excellent remède contre les infections ORL et la fatigue. Mal de gorge, infection ORL.Voie orale : 2 gouttes dans une cuillère à café de miel 4 fois par jour, jusqu'à amélioration. Fatigue.Voie cutanée : 3 gouttes le long de la colonne vertébrale et/ou sur le plexus solaire, 3 fois par jour. Observer une semaine de pause après 3 semaines d'utilisation.;12,3;www.compagnie-des-sens.fr/921-home_default/thym-a-linalol-huile-essentielle-bio.jpg
98;FENOUIL DOUX - Huile essentielle BIO;Celle qui stimule l'allaitement.L'huile essentielle de Fenouil Doux stimule l'allaitement, aide à soulager les symptômes liés à la ménopause et est indiquée en cas de règles irrégulières. Elle fait aussi partie des huiles essentielles recommandées en cas de troubles digestifs et de perte d'appétit. Enfin, elle sera l'alliée des personnes souffrant d'asthme. Stimuler l'allaitement (uniquement après l'accouchement).Voie orale : 2 gouttes sur 1/4 de morceau de sucre, matin, midi et soir. Ne pas l'utiliser sur le long terme sans l'avis d'un thérapeute.;4,5;www.compagnie-des-sens.fr/1020-home_default/fenouil-doux-huile-essentielle-bio.jpg
99;TÉRÉBENTHINE - Huile essentielle BIO;L'amie des sportifs : oxygénante et anti-inflammatoire.La Térébenthine est une résine obtenue à partir des pins maritimes du pourtour méditerranéen ou d'Asie. L'huile essentielle de Térébenthine est réputée pour ses propriétés antiseptiques, anti-rhumatismales et oxygénantes, elle est donc l'amie des sportifs ! Elle est recommandée pour traiter les affections pulmonaires (en inhalation) et les infections urinaires. Rhumatismes, sciatique.Voie cutanée : 1 goutte dans 9 gouttes d'huile végétale sur les zones concernées, 2 fois par jour. Observer une semaine de pause après 3 semaines d'utilisation puis reprendre si besoin. Refroidissement.Voie cutanée : 1 goutte dans 9 gouttes d'huile végétale sur le dos et le thorax, 2 fois par jour, jusqu'à amélioration.;3,3;www.compagnie-des-sens.fr/1051-home_default/terebenthine-huile-essentielle-bio.jpg
100;VERGE D'OR - Huile essentielle BIO;Tonifie et protège l'organisme. La Verge d'Or, aussi appelée Solidage du Canada, est une plante vivace, très reconnaissable par ses fleurs de couleur jaune dorée. Originaire du Canada, elle a été ensuite introduite en Europe tout comme le Solidage Géant : il ne faut d'ailleurs pas confondre les huiles essentielles issues de ces deux plantes. L'huile essentielle de Verge d'Or est reconnue pour ses propriétés anti-inflammatoires. Elle stimule, protège et nettoie l'organisme par détoxification du foie et grâce à sa propriété diurétique qui nettoie les reins. Elle sera également utile en cas d'hypertension et de stress. Forte fatigue.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale, en massage sur le plexus solaire, 2 fois par jour. Observer une pause d'une semaine après 3 semaines d'utilisation. Inflammations, rhumatismes.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale, en massage sur la zone concernée, 2 fois par jour. Observer une pause d'une semaine après 3 semaines d'utilisation.;9,3;www.compagnie-des-sens.fr/1069-home_default/verge-d-or-huile-essentielle-bio.jpg
101;LEMONGRASS - Huile essentielle BIO;Vertus vasodilatatrices et calmantes.Issue d'une plante médicinale tropicale, l'huile essentielle de Lemongrass fait partie des huiles essentielles à l'action sédative et calmante, et possède de fortes propriétés vasodilatatrices. A l'odeur fraîche et légère, elle est aussi un antiseptique et désodorisant agréable à diffuser. Assainissement de l'air et tranquillité.En diffusion : verser le nombre de gouttes indiqué sur la notice de votre diffuseur. Diffuser par plages de 30 minutes maximum. Cellulite.Voie cutanée : 2 gouttes dans 8 gouttes d'huile végétale à appliquer sur les zones les plus touchées (cuisses, hanches, fesses) en massant et en laissant bien pénétrer les huiles. Appliquer matin et soir pendant 3 semaines. Faire une pause d'une semaine et reprendre 3 semaines si nécessaire.;3,3;www.compagnie-des-sens.fr/654-home_default/lemongrass-huile-essentielle-bio.jpg
102;NÉROLI - Huile essentielle BIO;Un calmant exceptionnel !Plusieurs huiles essentielles sont extraites à partir du bigaradier, arbre des régions chaudes qui produit les oranges amères, utilisées notamment pour la confection d'excellents apéritifs. L'huile essentielle de Néroli au parfum envoûtant est obtenue à partir de la distillation des fleurs du bigaradier. Vous ne trouverez pas plus efficace pour apaiser instantanément une crise de nerfs ! Rassurante, elle soulage les anxiétés, les dépressions, et lutte contre les insomnies. Son odeur vous redonnera bonne humeur. Dépression, anxiété.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur la face interne des poignets et sur le thorax, matin et soir. Faire une pause d'une semaine au bout de trois semaines d'utilisation. Baisse de libido.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale, masser le bas du dos 2 fois par jour avec le mélange, jusqu'à amélioration.;43,8;www.compagnie-des-sens.fr/1002-home_default/neroli-huile-essentielle-bio.jpg
103;MENTHE DES CHAMPS - Huile essentielle BIO;La plus riche en menthol. L'huile essentielle de Menthe des Champs procure fraîcheur et soulagement des douleurs. C'est la plus mentholée des huiles essentielles de menthe. Son action vasoconstrictrice permet de calmer spécifiquement les migraines en application locale. Elle est aussi indiquée pour le traitement des zonas, herpès ou eczémas, et est efficace en cas de nausées. Haleine fraîche.Voie orale : 2 gouttes sur un comprimé neutre à laisser fondre en bouche pour une meilleure diffusion. Sinusite aiguë.Voie cutanée : 3 gouttes pures sur le front en massage. Attention aux yeux !  Concentration.Voie cutanée : 1 goutte pure à appliquer sur le front. Attention aux yeux !Bon à savoir :Aucune goutte ne daigne sortir de votre flacon d'huile essentielle de Menthe des Champs ? Pas de panique : elle s'est tout simplement cristallisée. En effet, à température ambiante, l'huile essentielle de Menthe des Champs peut former des cristaux plus ou moins importants qui l'empêche de couler. La bonne nouvelle, c'est que cela n'altère en rien sa qualité et ses propriétés. Il suffit de réchauffer le flacon en le tenant dans ses mains quelques minutes pour que l'huile se liquéfie à nouveau.;3,3;www.compagnie-des-sens.fr/867-home_default/menthe-des-champs-huile-essentielle-bio.jpg
104;MYRTE CITRONNÉ - Huile essentielle BIO;Adieu les virus ! Comme beaucoup d'huiles essentielles, celle de Myrte Citronné (ou Backhousia) vient tout droit d'Australie. Comme son nom l'indique, elle possède une odeur citronnée agréable. Elle est connue pour ses propriétés anti-infectieuses, notamment son action antifongique et antivirale spécifique : elle est très efficace contre les lésions dermatologiques de type Molloscum contagiosium. Elle a également des propriétés calmantes et sédatives. Molluscum contagiosium.Voie cutanée : 1 goutte dans 9 gouttes d'huile végétale sur les lésions, 1 fois par jour, pendant 20 jours.;5,1;www.compagnie-des-sens.fr/975-home_default/myrte-citronnee-huile-essentielle-bio.jpg
105;PIN DOUGLAS - Huile essentielle BIO;Pour assainir l'air.Originaire des États-Unis, le Pin Douglas est un arbre géant de la famille des Pinacées. Son huile essentielle est principalement indiquée pour ses propriétés toniques ou en cas d'affections respiratoires telles que le rhume et la sinusite qui provoquent la désagréable sensation de nez bouché. C'est aussi un puissant désinfectant atmosphérique. Les huiles essentielles de pin sont proches, mais l'odeur fruitée du Pin Douglas le différencie du Pin Sylvestre et en fait une huile essentielle parfaite à diffuser. Désinfecter l'environnement.En diffusion : verser le nombre de gouttes indiqué sur la notice de votre diffuseur. Diffuser par plages de 30 minutes maximum.   Rhume, sinusite.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale en massage sur le plexus solaire, ou le front en cas de sinusite, 2 fois par jour jusqu'à amélioration.;4,2;www.compagnie-des-sens.fr/882-home_default/pin-douglas-huile-essentielle-bio.jpg
